DimDate_DateKey,DimDate_FullDateAlternateKey,DimDate_DayNumberOfWeek,DimDate_DayNameOfWeek,DimDate_DayNumberOfMonth,DimDate_DayNumberOfYear,DimDate_WeekNumberOfYear,DimDate_MonthName,DimDate_MonthNumberOfYear,DimDate_CalendarQuarter,DimDate_CalendarYear,DimDate_CalendarSemester,DimDate_FiscalQuarter,DimDate_FiscalYear,DimDate_FiscalSemester
20080422,4/22/2008 0:00,3,Tuesday,22,113,17,April,4,2,2008,1,4,2008,2
20080423,4/23/2008 0:00,4,Wednesday,23,114,17,April,4,2,2008,1,4,2008,2
20080424,4/24/2008 0:00,5,Thursday,24,115,17,April,4,2,2008,1,4,2008,2
20080425,4/25/2008 0:00,6,Friday,25,116,17,April,4,2,2008,1,4,2008,2
20080426,4/26/2008 0:00,7,Saturday,26,117,17,April,4,2,2008,1,4,2008,2
20080427,4/27/2008 0:00,1,Sunday,27,118,18,April,4,2,2008,1,4,2008,2
20080428,4/28/2008 0:00,2,Monday,28,119,18,April,4,2,2008,1,4,2008,2
20080429,4/29/2008 0:00,3,Tuesday,29,120,18,April,4,2,2008,1,4,2008,2
20080430,4/30/2008 0:00,4,Wednesday,30,121,18,April,4,2,2008,1,4,2008,2
20080501,5/1/2008 0:00,5,Thursday,1,122,18,May,5,2,2008,1,4,2008,2
20080502,5/2/2008 0:00,6,Friday,2,123,18,May,5,2,2008,1,4,2008,2
20080503,5/3/2008 0:00,7,Saturday,3,124,18,May,5,2,2008,1,4,2008,2
20080504,5/4/2008 0:00,1,Sunday,4,125,19,May,5,2,2008,1,4,2008,2
20080505,5/5/2008 0:00,2,Monday,5,126,19,May,5,2,2008,1,4,2008,2
20080506,5/6/2008 0:00,3,Tuesday,6,127,19,May,5,2,2008,1,4,2008,2
20080507,5/7/2008 0:00,4,Wednesday,7,128,19,May,5,2,2008,1,4,2008,2
20080508,5/8/2008 0:00,5,Thursday,8,129,19,May,5,2,2008,1,4,2008,2
20080509,5/9/2008 0:00,6,Friday,9,130,19,May,5,2,2008,1,4,2008,2
20080510,5/10/2008 0:00,7,Saturday,10,131,19,May,5,2,2008,1,4,2008,2
20080511,5/11/2008 0:00,1,Sunday,11,132,20,May,5,2,2008,1,4,2008,2
20080512,5/12/2008 0:00,2,Monday,12,133,20,May,5,2,2008,1,4,2008,2
20080513,5/13/2008 0:00,3,Tuesday,13,134,20,May,5,2,2008,1,4,2008,2
20080514,5/14/2008 0:00,4,Wednesday,14,135,20,May,5,2,2008,1,4,2008,2
20080515,5/15/2008 0:00,5,Thursday,15,136,20,May,5,2,2008,1,4,2008,2
20080516,5/16/2008 0:00,6,Friday,16,137,20,May,5,2,2008,1,4,2008,2
20080517,5/17/2008 0:00,7,Saturday,17,138,20,May,5,2,2008,1,4,2008,2
20080518,5/18/2008 0:00,1,Sunday,18,139,21,May,5,2,2008,1,4,2008,2
20080519,5/19/2008 0:00,2,Monday,19,140,21,May,5,2,2008,1,4,2008,2
20080520,5/20/2008 0:00,3,Tuesday,20,141,21,May,5,2,2008,1,4,2008,2
20080521,5/21/2008 0:00,4,Wednesday,21,142,21,May,5,2,2008,1,4,2008,2
20080522,5/22/2008 0:00,5,Thursday,22,143,21,May,5,2,2008,1,4,2008,2
20080523,5/23/2008 0:00,6,Friday,23,144,21,May,5,2,2008,1,4,2008,2
20080524,5/24/2008 0:00,7,Saturday,24,145,21,May,5,2,2008,1,4,2008,2
20080525,5/25/2008 0:00,1,Sunday,25,146,22,May,5,2,2008,1,4,2008,2
20080526,5/26/2008 0:00,2,Monday,26,147,22,May,5,2,2008,1,4,2008,2
20080527,5/27/2008 0:00,3,Tuesday,27,148,22,May,5,2,2008,1,4,2008,2
20080528,5/28/2008 0:00,4,Wednesday,28,149,22,May,5,2,2008,1,4,2008,2
20080529,5/29/2008 0:00,5,Thursday,29,150,22,May,5,2,2008,1,4,2008,2
20080530,5/30/2008 0:00,6,Friday,30,151,22,May,5,2,2008,1,4,2008,2
20080531,5/31/2008 0:00,7,Saturday,31,152,22,May,5,2,2008,1,4,2008,2
20080601,6/1/2008 0:00,1,Sunday,1,153,23,June,6,2,2008,1,4,2008,2
20080602,6/2/2008 0:00,2,Monday,2,154,23,June,6,2,2008,1,4,2008,2
20080603,6/3/2008 0:00,3,Tuesday,3,155,23,June,6,2,2008,1,4,2008,2
20080604,6/4/2008 0:00,4,Wednesday,4,156,23,June,6,2,2008,1,4,2008,2
20080605,6/5/2008 0:00,5,Thursday,5,157,23,June,6,2,2008,1,4,2008,2
20080606,6/6/2008 0:00,6,Friday,6,158,23,June,6,2,2008,1,4,2008,2
20080607,6/7/2008 0:00,7,Saturday,7,159,23,June,6,2,2008,1,4,2008,2
20080608,6/8/2008 0:00,1,Sunday,8,160,24,June,6,2,2008,1,4,2008,2
20080609,6/9/2008 0:00,2,Monday,9,161,24,June,6,2,2008,1,4,2008,2
20080610,6/10/2008 0:00,3,Tuesday,10,162,24,June,6,2,2008,1,4,2008,2
20080611,6/11/2008 0:00,4,Wednesday,11,163,24,June,6,2,2008,1,4,2008,2
20080612,6/12/2008 0:00,5,Thursday,12,164,24,June,6,2,2008,1,4,2008,2
20080613,6/13/2008 0:00,6,Friday,13,165,24,June,6,2,2008,1,4,2008,2
20080614,6/14/2008 0:00,7,Saturday,14,166,24,June,6,2,2008,1,4,2008,2
20080615,6/15/2008 0:00,1,Sunday,15,167,25,June,6,2,2008,1,4,2008,2
20080616,6/16/2008 0:00,2,Monday,16,168,25,June,6,2,2008,1,4,2008,2
20080617,6/17/2008 0:00,3,Tuesday,17,169,25,June,6,2,2008,1,4,2008,2
20080618,6/18/2008 0:00,4,Wednesday,18,170,25,June,6,2,2008,1,4,2008,2
20080619,6/19/2008 0:00,5,Thursday,19,171,25,June,6,2,2008,1,4,2008,2
20080620,6/20/2008 0:00,6,Friday,20,172,25,June,6,2,2008,1,4,2008,2
20080621,6/21/2008 0:00,7,Saturday,21,173,25,June,6,2,2008,1,4,2008,2
20080622,6/22/2008 0:00,1,Sunday,22,174,26,June,6,2,2008,1,4,2008,2
20080623,6/23/2008 0:00,2,Monday,23,175,26,June,6,2,2008,1,4,2008,2
20080624,6/24/2008 0:00,3,Tuesday,24,176,26,June,6,2,2008,1,4,2008,2
20080625,6/25/2008 0:00,4,Wednesday,25,177,26,June,6,2,2008,1,4,2008,2
20080626,6/26/2008 0:00,5,Thursday,26,178,26,June,6,2,2008,1,4,2008,2
20080627,6/27/2008 0:00,6,Friday,27,179,26,June,6,2,2008,1,4,2008,2
20080628,6/28/2008 0:00,7,Saturday,28,180,26,June,6,2,2008,1,4,2008,2
20080629,6/29/2008 0:00,1,Sunday,29,181,27,June,6,2,2008,1,4,2008,2
20080630,6/30/2008 0:00,2,Monday,30,182,27,June,6,2,2008,1,4,2008,2
20080701,7/1/2008 0:00,3,Tuesday,1,183,27,July,7,3,2008,2,1,2009,1
20080702,7/2/2008 0:00,4,Wednesday,2,184,27,July,7,3,2008,2,1,2009,1
20080703,7/3/2008 0:00,5,Thursday,3,185,27,July,7,3,2008,2,1,2009,1
20080704,7/4/2008 0:00,6,Friday,4,186,27,July,7,3,2008,2,1,2009,1
20080705,7/5/2008 0:00,7,Saturday,5,187,27,July,7,3,2008,2,1,2009,1
20080706,7/6/2008 0:00,1,Sunday,6,188,28,July,7,3,2008,2,1,2009,1
20080707,7/7/2008 0:00,2,Monday,7,189,28,July,7,3,2008,2,1,2009,1
20080708,7/8/2008 0:00,3,Tuesday,8,190,28,July,7,3,2008,2,1,2009,1
20080709,7/9/2008 0:00,4,Wednesday,9,191,28,July,7,3,2008,2,1,2009,1
20080710,7/10/2008 0:00,5,Thursday,10,192,28,July,7,3,2008,2,1,2009,1
20080711,7/11/2008 0:00,6,Friday,11,193,28,July,7,3,2008,2,1,2009,1
20080712,7/12/2008 0:00,7,Saturday,12,194,28,July,7,3,2008,2,1,2009,1
20080713,7/13/2008 0:00,1,Sunday,13,195,29,July,7,3,2008,2,1,2009,1
20080714,7/14/2008 0:00,2,Monday,14,196,29,July,7,3,2008,2,1,2009,1
20080715,7/15/2008 0:00,3,Tuesday,15,197,29,July,7,3,2008,2,1,2009,1
20080716,7/16/2008 0:00,4,Wednesday,16,198,29,July,7,3,2008,2,1,2009,1
20080717,7/17/2008 0:00,5,Thursday,17,199,29,July,7,3,2008,2,1,2009,1
20080718,7/18/2008 0:00,6,Friday,18,200,29,July,7,3,2008,2,1,2009,1
20080719,7/19/2008 0:00,7,Saturday,19,201,29,July,7,3,2008,2,1,2009,1
20080720,7/20/2008 0:00,1,Sunday,20,202,30,July,7,3,2008,2,1,2009,1
20080721,7/21/2008 0:00,2,Monday,21,203,30,July,7,3,2008,2,1,2009,1
20080722,7/22/2008 0:00,3,Tuesday,22,204,30,July,7,3,2008,2,1,2009,1
20080723,7/23/2008 0:00,4,Wednesday,23,205,30,July,7,3,2008,2,1,2009,1
20080724,7/24/2008 0:00,5,Thursday,24,206,30,July,7,3,2008,2,1,2009,1
20080725,7/25/2008 0:00,6,Friday,25,207,30,July,7,3,2008,2,1,2009,1
20080726,7/26/2008 0:00,7,Saturday,26,208,30,July,7,3,2008,2,1,2009,1
20080727,7/27/2008 0:00,1,Sunday,27,209,31,July,7,3,2008,2,1,2009,1
20080728,7/28/2008 0:00,2,Monday,28,210,31,July,7,3,2008,2,1,2009,1
20080729,7/29/2008 0:00,3,Tuesday,29,211,31,July,7,3,2008,2,1,2009,1
20080730,7/30/2008 0:00,4,Wednesday,30,212,31,July,7,3,2008,2,1,2009,1
20080731,7/31/2008 0:00,5,Thursday,31,213,31,July,7,3,2008,2,1,2009,1
20080801,8/1/2008 0:00,6,Friday,1,214,31,August,8,3,2008,2,1,2009,1
20080802,8/2/2008 0:00,7,Saturday,2,215,31,August,8,3,2008,2,1,2009,1
20080803,8/3/2008 0:00,1,Sunday,3,216,32,August,8,3,2008,2,1,2009,1
20080804,8/4/2008 0:00,2,Monday,4,217,32,August,8,3,2008,2,1,2009,1
20080805,8/5/2008 0:00,3,Tuesday,5,218,32,August,8,3,2008,2,1,2009,1
20080806,8/6/2008 0:00,4,Wednesday,6,219,32,August,8,3,2008,2,1,2009,1
20080807,8/7/2008 0:00,5,Thursday,7,220,32,August,8,3,2008,2,1,2009,1
20080808,8/8/2008 0:00,6,Friday,8,221,32,August,8,3,2008,2,1,2009,1
20080809,8/9/2008 0:00,7,Saturday,9,222,32,August,8,3,2008,2,1,2009,1
20080810,8/10/2008 0:00,1,Sunday,10,223,33,August,8,3,2008,2,1,2009,1
20080811,8/11/2008 0:00,2,Monday,11,224,33,August,8,3,2008,2,1,2009,1
20080812,8/12/2008 0:00,3,Tuesday,12,225,33,August,8,3,2008,2,1,2009,1
20080813,8/13/2008 0:00,4,Wednesday,13,226,33,August,8,3,2008,2,1,2009,1
20080814,8/14/2008 0:00,5,Thursday,14,227,33,August,8,3,2008,2,1,2009,1
20080815,8/15/2008 0:00,6,Friday,15,228,33,August,8,3,2008,2,1,2009,1
20080816,8/16/2008 0:00,7,Saturday,16,229,33,August,8,3,2008,2,1,2009,1
20080817,8/17/2008 0:00,1,Sunday,17,230,34,August,8,3,2008,2,1,2009,1
20080818,8/18/2008 0:00,2,Monday,18,231,34,August,8,3,2008,2,1,2009,1
20080819,8/19/2008 0:00,3,Tuesday,19,232,34,August,8,3,2008,2,1,2009,1
20080820,8/20/2008 0:00,4,Wednesday,20,233,34,August,8,3,2008,2,1,2009,1
20080821,8/21/2008 0:00,5,Thursday,21,234,34,August,8,3,2008,2,1,2009,1
20080822,8/22/2008 0:00,6,Friday,22,235,34,August,8,3,2008,2,1,2009,1
20080823,8/23/2008 0:00,7,Saturday,23,236,34,August,8,3,2008,2,1,2009,1
20080824,8/24/2008 0:00,1,Sunday,24,237,35,August,8,3,2008,2,1,2009,1
20080825,8/25/2008 0:00,2,Monday,25,238,35,August,8,3,2008,2,1,2009,1
20080826,8/26/2008 0:00,3,Tuesday,26,239,35,August,8,3,2008,2,1,2009,1
20080827,8/27/2008 0:00,4,Wednesday,27,240,35,August,8,3,2008,2,1,2009,1
20080828,8/28/2008 0:00,5,Thursday,28,241,35,August,8,3,2008,2,1,2009,1
20080829,8/29/2008 0:00,6,Friday,29,242,35,August,8,3,2008,2,1,2009,1
20080830,8/30/2008 0:00,7,Saturday,30,243,35,August,8,3,2008,2,1,2009,1
20080831,8/31/2008 0:00,1,Sunday,31,244,36,August,8,3,2008,2,1,2009,1
20080901,9/1/2008 0:00,2,Monday,1,245,36,September,9,3,2008,2,1,2009,1
20080902,9/2/2008 0:00,3,Tuesday,2,246,36,September,9,3,2008,2,1,2009,1
20080903,9/3/2008 0:00,4,Wednesday,3,247,36,September,9,3,2008,2,1,2009,1
20080904,9/4/2008 0:00,5,Thursday,4,248,36,September,9,3,2008,2,1,2009,1
20080905,9/5/2008 0:00,6,Friday,5,249,36,September,9,3,2008,2,1,2009,1
20080906,9/6/2008 0:00,7,Saturday,6,250,36,September,9,3,2008,2,1,2009,1
20080907,9/7/2008 0:00,1,Sunday,7,251,37,September,9,3,2008,2,1,2009,1
20080908,9/8/2008 0:00,2,Monday,8,252,37,September,9,3,2008,2,1,2009,1
20080909,9/9/2008 0:00,3,Tuesday,9,253,37,September,9,3,2008,2,1,2009,1
20080910,9/10/2008 0:00,4,Wednesday,10,254,37,September,9,3,2008,2,1,2009,1
20080911,9/11/2008 0:00,5,Thursday,11,255,37,September,9,3,2008,2,1,2009,1
20080912,9/12/2008 0:00,6,Friday,12,256,37,September,9,3,2008,2,1,2009,1
20080913,9/13/2008 0:00,7,Saturday,13,257,37,September,9,3,2008,2,1,2009,1
20080914,9/14/2008 0:00,1,Sunday,14,258,38,September,9,3,2008,2,1,2009,1
20080915,9/15/2008 0:00,2,Monday,15,259,38,September,9,3,2008,2,1,2009,1
20080916,9/16/2008 0:00,3,Tuesday,16,260,38,September,9,3,2008,2,1,2009,1
20080917,9/17/2008 0:00,4,Wednesday,17,261,38,September,9,3,2008,2,1,2009,1
20080918,9/18/2008 0:00,5,Thursday,18,262,38,September,9,3,2008,2,1,2009,1
20080919,9/19/2008 0:00,6,Friday,19,263,38,September,9,3,2008,2,1,2009,1
20080920,9/20/2008 0:00,7,Saturday,20,264,38,September,9,3,2008,2,1,2009,1
20080921,9/21/2008 0:00,1,Sunday,21,265,39,September,9,3,2008,2,1,2009,1
20080922,9/22/2008 0:00,2,Monday,22,266,39,September,9,3,2008,2,1,2009,1
20080923,9/23/2008 0:00,3,Tuesday,23,267,39,September,9,3,2008,2,1,2009,1
20080924,9/24/2008 0:00,4,Wednesday,24,268,39,September,9,3,2008,2,1,2009,1
20080925,9/25/2008 0:00,5,Thursday,25,269,39,September,9,3,2008,2,1,2009,1
20080926,9/26/2008 0:00,6,Friday,26,270,39,September,9,3,2008,2,1,2009,1
20080927,9/27/2008 0:00,7,Saturday,27,271,39,September,9,3,2008,2,1,2009,1
20080928,9/28/2008 0:00,1,Sunday,28,272,40,September,9,3,2008,2,1,2009,1
20080929,9/29/2008 0:00,2,Monday,29,273,40,September,9,3,2008,2,1,2009,1
20080930,9/30/2008 0:00,3,Tuesday,30,274,40,September,9,3,2008,2,1,2009,1
20081001,10/1/2008 0:00,4,Wednesday,1,275,40,October,10,4,2008,2,2,2009,1
20081002,10/2/2008 0:00,5,Thursday,2,276,40,October,10,4,2008,2,2,2009,1
20081003,10/3/2008 0:00,6,Friday,3,277,40,October,10,4,2008,2,2,2009,1
20081004,10/4/2008 0:00,7,Saturday,4,278,40,October,10,4,2008,2,2,2009,1
20081005,10/5/2008 0:00,1,Sunday,5,279,41,October,10,4,2008,2,2,2009,1
20081006,10/6/2008 0:00,2,Monday,6,280,41,October,10,4,2008,2,2,2009,1
20081007,10/7/2008 0:00,3,Tuesday,7,281,41,October,10,4,2008,2,2,2009,1
20081008,10/8/2008 0:00,4,Wednesday,8,282,41,October,10,4,2008,2,2,2009,1
20081009,10/9/2008 0:00,5,Thursday,9,283,41,October,10,4,2008,2,2,2009,1
20081010,10/10/2008 0:00,6,Friday,10,284,41,October,10,4,2008,2,2,2009,1
20081011,10/11/2008 0:00,7,Saturday,11,285,41,October,10,4,2008,2,2,2009,1
20081012,10/12/2008 0:00,1,Sunday,12,286,42,October,10,4,2008,2,2,2009,1
20081013,10/13/2008 0:00,2,Monday,13,287,42,October,10,4,2008,2,2,2009,1
20081014,10/14/2008 0:00,3,Tuesday,14,288,42,October,10,4,2008,2,2,2009,1
20081015,10/15/2008 0:00,4,Wednesday,15,289,42,October,10,4,2008,2,2,2009,1
20081016,10/16/2008 0:00,5,Thursday,16,290,42,October,10,4,2008,2,2,2009,1
20081017,10/17/2008 0:00,6,Friday,17,291,42,October,10,4,2008,2,2,2009,1
20081018,10/18/2008 0:00,7,Saturday,18,292,42,October,10,4,2008,2,2,2009,1
20081019,10/19/2008 0:00,1,Sunday,19,293,43,October,10,4,2008,2,2,2009,1
20081020,10/20/2008 0:00,2,Monday,20,294,43,October,10,4,2008,2,2,2009,1
20081021,10/21/2008 0:00,3,Tuesday,21,295,43,October,10,4,2008,2,2,2009,1
20081022,10/22/2008 0:00,4,Wednesday,22,296,43,October,10,4,2008,2,2,2009,1
20081023,10/23/2008 0:00,5,Thursday,23,297,43,October,10,4,2008,2,2,2009,1
20081024,10/24/2008 0:00,6,Friday,24,298,43,October,10,4,2008,2,2,2009,1
20081025,10/25/2008 0:00,7,Saturday,25,299,43,October,10,4,2008,2,2,2009,1
20081026,10/26/2008 0:00,1,Sunday,26,300,44,October,10,4,2008,2,2,2009,1
20081027,10/27/2008 0:00,2,Monday,27,301,44,October,10,4,2008,2,2,2009,1
20081028,10/28/2008 0:00,3,Tuesday,28,302,44,October,10,4,2008,2,2,2009,1
20081029,10/29/2008 0:00,4,Wednesday,29,303,44,October,10,4,2008,2,2,2009,1
20081030,10/30/2008 0:00,5,Thursday,30,304,44,October,10,4,2008,2,2,2009,1
20081031,10/31/2008 0:00,6,Friday,31,305,44,October,10,4,2008,2,2,2009,1
20081101,11/1/2008 0:00,7,Saturday,1,306,44,November,11,4,2008,2,2,2009,1
20081102,11/2/2008 0:00,1,Sunday,2,307,45,November,11,4,2008,2,2,2009,1
20081103,11/3/2008 0:00,2,Monday,3,308,45,November,11,4,2008,2,2,2009,1
20081104,11/4/2008 0:00,3,Tuesday,4,309,45,November,11,4,2008,2,2,2009,1
20081105,11/5/2008 0:00,4,Wednesday,5,310,45,November,11,4,2008,2,2,2009,1
20081106,11/6/2008 0:00,5,Thursday,6,311,45,November,11,4,2008,2,2,2009,1
20081107,11/7/2008 0:00,6,Friday,7,312,45,November,11,4,2008,2,2,2009,1
20081108,11/8/2008 0:00,7,Saturday,8,313,45,November,11,4,2008,2,2,2009,1
20081109,11/9/2008 0:00,1,Sunday,9,314,46,November,11,4,2008,2,2,2009,1
20081110,11/10/2008 0:00,2,Monday,10,315,46,November,11,4,2008,2,2,2009,1
20081111,11/11/2008 0:00,3,Tuesday,11,316,46,November,11,4,2008,2,2,2009,1
20081112,11/12/2008 0:00,4,Wednesday,12,317,46,November,11,4,2008,2,2,2009,1
20081113,11/13/2008 0:00,5,Thursday,13,318,46,November,11,4,2008,2,2,2009,1
20081114,11/14/2008 0:00,6,Friday,14,319,46,November,11,4,2008,2,2,2009,1
20081115,11/15/2008 0:00,7,Saturday,15,320,46,November,11,4,2008,2,2,2009,1
20081116,11/16/2008 0:00,1,Sunday,16,321,47,November,11,4,2008,2,2,2009,1
20081117,11/17/2008 0:00,2,Monday,17,322,47,November,11,4,2008,2,2,2009,1
20081118,11/18/2008 0:00,3,Tuesday,18,323,47,November,11,4,2008,2,2,2009,1
20081119,11/19/2008 0:00,4,Wednesday,19,324,47,November,11,4,2008,2,2,2009,1
20081120,11/20/2008 0:00,5,Thursday,20,325,47,November,11,4,2008,2,2,2009,1
20081121,11/21/2008 0:00,6,Friday,21,326,47,November,11,4,2008,2,2,2009,1
20081122,11/22/2008 0:00,7,Saturday,22,327,47,November,11,4,2008,2,2,2009,1
20081123,11/23/2008 0:00,1,Sunday,23,328,48,November,11,4,2008,2,2,2009,1
20081124,11/24/2008 0:00,2,Monday,24,329,48,November,11,4,2008,2,2,2009,1
20081125,11/25/2008 0:00,3,Tuesday,25,330,48,November,11,4,2008,2,2,2009,1
20081126,11/26/2008 0:00,4,Wednesday,26,331,48,November,11,4,2008,2,2,2009,1
20081127,11/27/2008 0:00,5,Thursday,27,332,48,November,11,4,2008,2,2,2009,1
20081128,11/28/2008 0:00,6,Friday,28,333,48,November,11,4,2008,2,2,2009,1
20081129,11/29/2008 0:00,7,Saturday,29,334,48,November,11,4,2008,2,2,2009,1
20081130,11/30/2008 0:00,1,Sunday,30,335,49,November,11,4,2008,2,2,2009,1
20081201,12/1/2008 0:00,2,Monday,1,336,49,December,12,4,2008,2,2,2009,1
20081202,12/2/2008 0:00,3,Tuesday,2,337,49,December,12,4,2008,2,2,2009,1
20081203,12/3/2008 0:00,4,Wednesday,3,338,49,December,12,4,2008,2,2,2009,1
20081204,12/4/2008 0:00,5,Thursday,4,339,49,December,12,4,2008,2,2,2009,1
20081205,12/5/2008 0:00,6,Friday,5,340,49,December,12,4,2008,2,2,2009,1
20081206,12/6/2008 0:00,7,Saturday,6,341,49,December,12,4,2008,2,2,2009,1
20081207,12/7/2008 0:00,1,Sunday,7,342,50,December,12,4,2008,2,2,2009,1
20081208,12/8/2008 0:00,2,Monday,8,343,50,December,12,4,2008,2,2,2009,1
20081209,12/9/2008 0:00,3,Tuesday,9,344,50,December,12,4,2008,2,2,2009,1
20081210,12/10/2008 0:00,4,Wednesday,10,345,50,December,12,4,2008,2,2,2009,1
20081211,12/11/2008 0:00,5,Thursday,11,346,50,December,12,4,2008,2,2,2009,1
20081212,12/12/2008 0:00,6,Friday,12,347,50,December,12,4,2008,2,2,2009,1
20081213,12/13/2008 0:00,7,Saturday,13,348,50,December,12,4,2008,2,2,2009,1
20081214,12/14/2008 0:00,1,Sunday,14,349,51,December,12,4,2008,2,2,2009,1
20081215,12/15/2008 0:00,2,Monday,15,350,51,December,12,4,2008,2,2,2009,1
20081216,12/16/2008 0:00,3,Tuesday,16,351,51,December,12,4,2008,2,2,2009,1
20081217,12/17/2008 0:00,4,Wednesday,17,352,51,December,12,4,2008,2,2,2009,1
20081218,12/18/2008 0:00,5,Thursday,18,353,51,December,12,4,2008,2,2,2009,1
20081219,12/19/2008 0:00,6,Friday,19,354,51,December,12,4,2008,2,2,2009,1
20081220,12/20/2008 0:00,7,Saturday,20,355,51,December,12,4,2008,2,2,2009,1
20081221,12/21/2008 0:00,1,Sunday,21,356,52,December,12,4,2008,2,2,2009,1
20081222,12/22/2008 0:00,2,Monday,22,357,52,December,12,4,2008,2,2,2009,1
20081223,12/23/2008 0:00,3,Tuesday,23,358,52,December,12,4,2008,2,2,2009,1
20081224,12/24/2008 0:00,4,Wednesday,24,359,52,December,12,4,2008,2,2,2009,1
20081225,12/25/2008 0:00,5,Thursday,25,360,52,December,12,4,2008,2,2,2009,1
20081226,12/26/2008 0:00,6,Friday,26,361,52,December,12,4,2008,2,2,2009,1
20081227,12/27/2008 0:00,7,Saturday,27,362,52,December,12,4,2008,2,2,2009,1
20081228,12/28/2008 0:00,1,Sunday,28,363,53,December,12,4,2008,2,2,2009,1
20081229,12/29/2008 0:00,2,Monday,29,364,53,December,12,4,2008,2,2,2009,1
20081230,12/30/2008 0:00,3,Tuesday,30,365,53,December,12,4,2008,2,2,2009,1
20081231,12/31/2008 0:00,4,Wednesday,31,366,53,December,12,4,2008,2,2,2009,1
20090101,1/1/2009 0:00,5,Thursday,1,1,1,January,1,1,2009,1,3,2009,2
20090102,1/2/2009 0:00,6,Friday,2,2,1,January,1,1,2009,1,3,2009,2
20090103,1/3/2009 0:00,7,Saturday,3,3,1,January,1,1,2009,1,3,2009,2
20090104,1/4/2009 0:00,1,Sunday,4,4,2,January,1,1,2009,1,3,2009,2
20090105,1/5/2009 0:00,2,Monday,5,5,2,January,1,1,2009,1,3,2009,2
20090106,1/6/2009 0:00,3,Tuesday,6,6,2,January,1,1,2009,1,3,2009,2
20090107,1/7/2009 0:00,4,Wednesday,7,7,2,January,1,1,2009,1,3,2009,2
20090108,1/8/2009 0:00,5,Thursday,8,8,2,January,1,1,2009,1,3,2009,2
20090109,1/9/2009 0:00,6,Friday,9,9,2,January,1,1,2009,1,3,2009,2
20090110,1/10/2009 0:00,7,Saturday,10,10,2,January,1,1,2009,1,3,2009,2
20090111,1/11/2009 0:00,1,Sunday,11,11,3,January,1,1,2009,1,3,2009,2
20090112,1/12/2009 0:00,2,Monday,12,12,3,January,1,1,2009,1,3,2009,2
20090113,1/13/2009 0:00,3,Tuesday,13,13,3,January,1,1,2009,1,3,2009,2
20090114,1/14/2009 0:00,4,Wednesday,14,14,3,January,1,1,2009,1,3,2009,2
20090115,1/15/2009 0:00,5,Thursday,15,15,3,January,1,1,2009,1,3,2009,2
20090116,1/16/2009 0:00,6,Friday,16,16,3,January,1,1,2009,1,3,2009,2
20090117,1/17/2009 0:00,7,Saturday,17,17,3,January,1,1,2009,1,3,2009,2
20090118,1/18/2009 0:00,1,Sunday,18,18,4,January,1,1,2009,1,3,2009,2
20090119,1/19/2009 0:00,2,Monday,19,19,4,January,1,1,2009,1,3,2009,2
20090120,1/20/2009 0:00,3,Tuesday,20,20,4,January,1,1,2009,1,3,2009,2
20090121,1/21/2009 0:00,4,Wednesday,21,21,4,January,1,1,2009,1,3,2009,2
20090122,1/22/2009 0:00,5,Thursday,22,22,4,January,1,1,2009,1,3,2009,2
20090123,1/23/2009 0:00,6,Friday,23,23,4,January,1,1,2009,1,3,2009,2
20090124,1/24/2009 0:00,7,Saturday,24,24,4,January,1,1,2009,1,3,2009,2
20090125,1/25/2009 0:00,1,Sunday,25,25,5,January,1,1,2009,1,3,2009,2
20090126,1/26/2009 0:00,2,Monday,26,26,5,January,1,1,2009,1,3,2009,2
20090127,1/27/2009 0:00,3,Tuesday,27,27,5,January,1,1,2009,1,3,2009,2
20090128,1/28/2009 0:00,4,Wednesday,28,28,5,January,1,1,2009,1,3,2009,2
20090129,1/29/2009 0:00,5,Thursday,29,29,5,January,1,1,2009,1,3,2009,2
20090130,1/30/2009 0:00,6,Friday,30,30,5,January,1,1,2009,1,3,2009,2
20090131,1/31/2009 0:00,7,Saturday,31,31,5,January,1,1,2009,1,3,2009,2
20090201,2/1/2009 0:00,1,Sunday,1,32,6,February,2,1,2009,1,3,2009,2
20090202,2/2/2009 0:00,2,Monday,2,33,6,February,2,1,2009,1,3,2009,2
20090203,2/3/2009 0:00,3,Tuesday,3,34,6,February,2,1,2009,1,3,2009,2
20090204,2/4/2009 0:00,4,Wednesday,4,35,6,February,2,1,2009,1,3,2009,2
20090205,2/5/2009 0:00,5,Thursday,5,36,6,February,2,1,2009,1,3,2009,2
20090206,2/6/2009 0:00,6,Friday,6,37,6,February,2,1,2009,1,3,2009,2
20090207,2/7/2009 0:00,7,Saturday,7,38,6,February,2,1,2009,1,3,2009,2
20090208,2/8/2009 0:00,1,Sunday,8,39,7,February,2,1,2009,1,3,2009,2
20090209,2/9/2009 0:00,2,Monday,9,40,7,February,2,1,2009,1,3,2009,2
20090210,2/10/2009 0:00,3,Tuesday,10,41,7,February,2,1,2009,1,3,2009,2
20090211,2/11/2009 0:00,4,Wednesday,11,42,7,February,2,1,2009,1,3,2009,2
20090212,2/12/2009 0:00,5,Thursday,12,43,7,February,2,1,2009,1,3,2009,2
20090213,2/13/2009 0:00,6,Friday,13,44,7,February,2,1,2009,1,3,2009,2
20090214,2/14/2009 0:00,7,Saturday,14,45,7,February,2,1,2009,1,3,2009,2
